Taken_product,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page
1,324.0,2,48061.0,1.0,3,11,90.0,5386.0,9,0,20.0,0,2,0,12.0
0,241.0,2,30203.0,1.0,1,3,86.0,2873.0,1,0,16.0,0,3,1,7.0
0,421.0,2,25162.0,1.0,4,2,97.0,16572.0,4,0,20.0,0,4,1,33.0
0,219.0,2,49075.0,1.0,1,7,62.0,3189.0,1,0,16.0,0,1,1,19.0
0,144.0,2,22621.0,1.0,2,3,67.0,2606.0,1,0,42.0,1,3,0,5.0
0,339.0,2,51039.0,1.0,3,7,91.0,4521.0,6,1,25.0,0,3,1,11.0
0,271.0,2,34231.0,4.0,3,3,64.0,6533.0,1,0,23.0,0,2,1,19.0
0,152.0,2,28210.0,1.0,3,3,95.0,3085.0,2,0,18.0,0,1,0,6.0
1,331.0,2,38435.0,10.0,4,3,110.0,2988.0,3,1,23.0,0,3,0,11.0
0,399.0,2,42855.0,1.0,2,7,60.0,16572.0,5,0,27.0,0,2,1,29.0
0,218.0,2,33017.0,15.0,1,3,75.0,2222.0,2,1,28.0,0,1,1,7.0
1,271.0,2,44005.0,1.0,4,3,58.0,2908.0,2,1,17.0,0,2,1,5.0
0,347.0,2,49111.0,1.0,3,11,81.0,16572.0,9,0,42.0,1,1,0,33.0
0,332.0,2,3916.0,17.0,3,3,88.0,2337.0,2,0,22.0,0,4,0,12.0
0,248.0,2,5187.0,1.0,3,12,109.0,3657.0,3,0,22.0,0,4,1,10.0
1,308.0,2,31745.0,1.0,2,3,101.0,2150.0,7,0,22.0,0,1,1,13.0
0,226.0,2,46562.0,29.0,4,3,71.0,4166.0,9,0,30.0,0,3,1,15.0
0,301.0,2,41486.0,1.0,4,7,76.0,4376.0,6,0,20.0,0,4,1,8.0
0,376.0,2,49775.0,1.0,3,7,44.0,16572.0,4,0,42.0,1,3,1,33.0
0,212.0,2,41298.0,19.0,4,7,90.0,3242.0,3,0,23.0,0,3,1,10.0
0,347.0,2,28076.0,15.0,2,3,59.0,16572.0,5,0,17.0,0,1,1,25.0
0,264.0,2,47676.0,17.0,4,3,102.0,9013.0,4,1,23.0,0,4,1,20.0
1,182.0,2,34487.0,17.0,2,3,103.0,2270.0,2,0,20.0,0,1,1,4.0
0,249.0,2,40147.0,25.0,3,7,90.0,4586.0,2,0,23.0,0,1,1,14.0
0,272.0,2,32133.0,1.0,4,3,65.0,2784.0,3,0,21.0,0,3,1,9.0
0,227.0,2,29903.0,1.0,4,3,63.0,3541.0,1,0,17.0,0,1,1,13.0
0,331.0,2,7033.0,29.0,4,10,44.0,4585.0,1,0,42.0,1,2,0,26.0
0,151.0,2,22922.0,21.0,3,11,48.0,2730.0,3,0,25.0,0,4,0,6.0
0,346.0,2,28076.0,1.0,4,2,72.0,7425.0,2,0,17.0,0,3,1,18.0
0,316.0,2,6313.0,1.0,5,7,85.0,6318.0,8,0,28.0,0,1,1,12.0
0,451.0,2,24395.0,4.0,4,11,61.0,5261.0,0,1,26.0,0,2,1,14.0
0,242.0,2,4105.0,13.0,3,10,92.0,2784.0,2,0,26.0,1,3,1,10.0
0,271.0,2,46092.0,1.0,2,3,52.0,5040.0,4,1,19.0,0,4,0,11.0
0,271.0,2,12738.0,1.0,3,2,86.0,10299.0,2,1,25.0,1,3,1,20.0
0,250.0,2,4135.0,1.0,3,7,66.0,2833.0,1,0,24.0,0,2,1,19.0
0,301.0,2,3783.0,10.0,3,2,89.0,6900.0,9,0,18.0,0,2,1,10.0
0,189.0,2,47499.0,10.0,4,3,68.0,5007.0,0,0,20.0,0,2,0,10.0
0,226.0,2,51315.0,1.0,3,7,75.0,3621.0,2,1,26.0,1,1,1,21.0
0,317.0,2,16071.0,26.0,5,7,66.0,13237.0,3,1,28.0,0,3,0,27.0
0,263.0,2,42456.0,1.0,2,11,93.0,10420.0,4,1,15.0,0,2,1,18.0
0,203.0,2,38646.0,14.0,3,3,56.0,2282.0,2,1,25.0,0,4,1,16.0
0,406.0,2,33848.0,1.0,4,3,67.0,10551.0,7,0,28.0,0,1,1,33.0
0,332.0,2,39129.0,1.0,1,3,86.0,2054.0,3,0,25.0,0,4,1,15.0
1,144.0,2,17671.0,10.0,3,7,107.0,1913.0,2,1,42.0,1,2,0,9.0
0,271.0,2,35388.0,1.0,3,3,102.0,3807.0,2,0,24.0,0,1,1,7.0
0,271.0,2,24019.0,1.0,3,3,91.0,16572.0,3,0,19.0,0,1,0,33.0
0,235.0,2,46659.0,11.0,2,7,75.0,6880.0,1,1,22.0,0,4,0,12.0
0,234.0,2,37219.0,24.0,3,7,108.0,6864.0,1,0,23.0,0,2,0,13.0
0,444.0,2,11446.0,1.0,3,3,62.0,5226.0,7,0,27.0,0,4,0,17.0
0,271.0,2,32244.0,1.0,3,3,111.0,16572.0,4,0,24.0,0,2,1,29.0
0,369.0,2,38479.0,1.0,2,7,98.0,16572.0,4,0,25.0,0,3,1,24.0
0,271.0,2,16463.0,1.0,3,2,54.0,3737.0,3,0,20.0,0,3,0,19.0
0,361.0,2,33963.0,1.0,2,2,89.0,2609.0,6,0,19.0,0,3,0,15.0
0,204.0,2,40895.0,1.0,2,3,90.0,2574.0,2,0,22.0,0,2,1,6.0
0,219.0,2,46552.0,4.0,3,3,91.0,6679.0,3,1,20.0,0,2,1,14.0
0,362.0,2,25071.0,1.0,3,3,83.0,16572.0,7,0,23.0,0,3,0,28.0
0,219.0,2,24327.0,1.0,3,3,97.0,16176.0,3,0,20.0,0,2,1,11.0
0,256.0,2,46242.0,20.0,3,2,94.0,2631.0,2,0,23.0,0,4,0,8.0
0,332.0,2,38507.0,1.0,3,11,100.0,16572.0,9,0,19.0,0,3,1,28.0
0,250.0,2,28076.0,10.0,5,11,95.0,8433.0,2,1,17.0,0,4,1,15.0
0,144.0,2,9323.0,25.0,3,3,68.0,3045.0,2,1,20.0,0,4,0,9.0
0,174.0,2,13087.0,1.0,2,3,58.0,1266.0,3,0,42.0,1,4,1,6.0
1,189.0,2,21013.0,24.0,10,3,82.0,1166.0,2,1,24.0,0,4,0,9.0
0,196.0,2,20446.0,1.0,2,3,63.0,2930.0,3,1,24.0,1,2,0,17.0
1,339.0,2,50758.0,1.0,3,11,99.0,16572.0,2,1,25.0,0,1,0,33.0
0,413.0,2,6239.0,1.0,1,7,44.0,13627.0,2,1,23.0,0,4,1,33.0
1,158.0,2,8819.0,10.0,2,3,52.0,2673.0,3,0,27.0,1,3,0,11.0
0,346.0,2,5915.0,1.0,2,11,45.0,16572.0,2,0,26.0,0,3,1,33.0
0,256.0,2,4626.0,1.0,3,11,92.0,4581.0,1,1,23.0,0,4,0,7.0
0,384.0,2,8330.0,1.0,3,3,95.0,16572.0,6,1,42.0,1,1,1,33.0
0,444.0,2,28076.0,18.0,4,7,73.0,10557.0,6,0,18.0,0,4,0,32.0
0,256.0,2,4773.0,19.0,3,7,54.0,4494.0,6,0,25.0,0,3,1,20.0
0,211.0,2,27718.0,1.0,4,7,49.0,2195.0,2,1,22.0,0,3,0,12.0
0,331.0,2,42015.0,1.0,2,3,100.0,16572.0,1,0,20.0,0,4,1,28.0
0,257.0,2,22719.0,11.0,3,3,64.0,4546.0,4,0,18.0,0,4,1,19.0
0,264.0,2,25762.0,1.0,1,3,79.0,3556.0,1,1,18.0,0,4,0,8.0
0,316.0,2,21142.0,1.0,4,7,85.0,2432.0,7,1,24.0,0,4,0,23.0
0,324.0,2,18627.0,1.0,4,11,65.0,10279.0,4,0,26.0,0,4,0,30.0
0,271.0,2,15059.0,1.0,4,3,68.0,5453.0,9,1,20.0,0,4,0,22.0
1,331.0,2,21767.0,15.0,3,7,87.0,8035.0,3,0,15.0,0,4,1,16.0
0,212.0,2,28076.0,1.0,3,3,62.0,3924.0,2,1,21.0,0,2,1,7.0
0,384.0,2,33918.0,1.0,2,7,52.0,2886.0,0,0,24.0,0,2,0,10.0
0,226.0,2,30796.0,1.0,2,7,77.0,4744.0,9,1,23.0,0,3,0,13.0
1,219.0,2,28252.0,1.0,3,2,47.0,3399.0,4,1,21.0,0,1,1,13.0
0,212.0,2,22432.0,1.0,3,2,95.0,2138.0,2,0,23.0,0,2,0,14.0
0,271.0,2,9351.0,1.0,3,7,46.0,2142.0,2,0,27.0,0,4,0,8.0
0,241.0,2,21184.0,1.0,3,7,66.0,6259.0,1,0,19.0,0,3,1,14.0
0,339.0,2,12788.0,25.0,3,7,89.0,16572.0,5,0,30.0,1,3,0,29.0
0,293.0,2,14469.0,13.0,4,7,99.0,16572.0,7,1,24.0,0,4,1,25.0
0,437.0,2,29730.0,23.0,4,3,96.0,2414.0,3,0,18.0,0,4,1,7.0
1,241.0,2,38163.0,1.0,2,3,91.0,4934.0,1,0,24.0,0,1,1,14.0
1,293.0,2,12642.0,23.0,3,7,108.0,3944.0,0,0,19.0,0,1,0,11.0
0,227.0,2,39863.0,1.0,3,2,58.0,4672.0,1,0,15.0,0,1,1,16.0
0,271.0,2,11408.0,10.0,4,2,70.0,7152.0,3,0,22.0,0,1,0,17.0
0,346.0,2,34734.0,1.0,2,3,51.0,3469.0,7,0,21.0,0,3,0,16.0
0,211.0,2,51690.0,1.0,3,3,62.0,6724.0,0,0,23.0,0,1,1,12.0
0,376.0,2,46312.0,28.0,3,3,52.0,16572.0,6,1,19.0,0,2,0,29.0
1,302.0,2,28076.0,25.0,4,11,66.0,9149.0,4,1,21.0,0,3,0,13.0
1,391.0,2,36095.0,1.0,3,3,76.0,8506.0,9,1,30.0,0,3,0,15.0
0,227.0,2,28076.0,17.0,4,7,100.0,11976.0,1,1,28.0,1,4,1,9.0
0,294.0,2,18388.0,18.0,2,3,42.0,4574.0,1,0,19.0,0,1,0,11.0
0,234.0,2,20582.0,1.0,4,3,62.0,9911.0,2,1,23.0,0,1,1,11.0
0,309.0,2,9007.0,10.0,2,7,53.0,6200.0,2,0,21.0,0,1,0,27.0
1,233.0,2,37144.0,1.0,3,3,59.0,2346.0,3,1,23.0,0,1,0,4.0
1,332.0,2,28076.0,1.0,3,3,103.0,2412.0,5,0,16.0,0,3,0,19.0
0,316.0,2,17369.0,1.0,1,3,49.0,16572.0,2,1,16.0,0,4,0,26.0
0,413.0,2,9911.0,1.0,2,7,72.0,16572.0,6,0,17.0,0,4,1,30.0
0,421.0,2,7247.0,1.0,4,3,108.0,16572.0,7,0,23.0,0,1,0,33.0
0,302.0,2,16066.0,16.0,2,3,79.0,3601.0,11,0,19.0,0,2,1,6.0
0,256.0,2,33054.0,1.0,3,3,100.0,8550.0,2,0,18.0,0,4,1,13.0
0,301.0,2,18348.0,1.0,3,3,110.0,4704.0,3,0,21.0,0,3,0,13.0
0,309.0,2,35670.0,1.0,3,11,80.0,4143.0,2,0,28.0,0,4,1,16.0
0,264.0,2,16914.0,1.0,4,3,99.0,4305.0,1,1,15.0,0,2,0,12.0
0,384.0,2,26994.0,1.0,3,3,89.0,14070.0,3,1,23.0,0,2,1,33.0
0,286.0,2,35345.0,1.0,2,3,46.0,6949.0,4,0,27.0,0,4,1,15.0
0,256.0,2,17777.0,15.0,2,7,77.0,6181.0,3,0,19.0,0,4,0,17.0
0,188.0,2,30912.0,19.0,1,7,75.0,3729.0,4,0,18.0,0,3,1,13.0
1,436.0,2,21069.0,1.0,4,7,64.0,10048.0,9,1,18.0,0,4,0,33.0
0,301.0,2,11554.0,1.0,4,3,95.0,2447.0,3,0,26.0,1,3,1,7.0
0,271.0,2,21291.0,1.0,3,11,91.0,4693.0,2,0,28.0,0,4,1,23.0
0,362.0,2,29967.0,1.0,3,3,62.0,7945.0,1,0,17.0,0,3,0,16.0
0,203.0,2,45229.0,11.0,3,7,110.0,2588.0,8,0,23.0,0,2,1,14.0
0,384.0,2,49205.0,11.0,2,2,91.0,13183.0,4,0,21.0,0,2,0,33.0
0,136.0,2,39390.0,1.0,3,3,109.0,1668.0,1,0,19.0,0,3,0,7.0
0,264.0,2,28636.0,1.0,3,7,72.0,5412.0,2,0,24.0,0,2,1,12.0
0,203.0,2,27793.0,1.0,1,3,55.0,5131.0,5,0,28.0,1,2,0,11.0
1,413.0,2,28076.0,4.0,4,11,95.0,13746.0,7,1,27.0,0,3,0,29.0
0,421.0,2,47959.0,23.0,3,3,83.0,13458.0,6,1,17.0,0,1,1,33.0
0,256.0,2,35007.0,26.0,1,2,105.0,2086.0,2,0,30.0,1,3,1,13.0
0,302.0,2,42110.0,1.0,1,7,99.0,6431.0,5,0,25.0,1,2,1,21.0
0,256.0,2,10015.0,29.0,3,7,97.0,5486.0,5,0,19.0,0,1,1,15.0
1,234.0,2,24643.0,1.0,3,3,103.0,2830.0,9,0,19.0,0,3,0,10.0
1,264.0,2,23207.0,18.0,4,11,80.0,4654.0,1,1,26.0,0,3,1,8.0
0,287.0,2,24292.0,1.0,3,3,66.0,2660.0,3,0,21.0,0,4,1,9.0
0,256.0,2,14173.0,1.0,4,2,103.0,6729.0,3,0,17.0,0,4,0,20.0
0,211.0,2,25796.0,26.0,3,3,63.0,4768.0,3,0,20.0,0,3,1,10.0
1,235.0,2,11594.0,22.0,4,7,111.0,6233.0,2,1,18.0,0,4,1,14.0
0,294.0,2,52479.0,21.0,4,3,59.0,6168.0,4,1,24.0,0,4,1,12.0
0,384.0,2,18982.0,1.0,3,11,64.0,10641.0,4,0,14.0,0,2,0,15.0
0,308.0,2,42041.0,22.0,3,3,87.0,5511.0,3,1,20.0,0,1,1,16.0
0,278.0,2,50397.0,1.0,1,3,67.0,3044.0,9,1,24.0,0,4,0,9.0
0,248.0,2,38931.0,1.0,1,3,72.0,10048.0,6,0,16.0,0,1,0,13.0
0,241.0,2,17512.0,1.0,1,11,49.0,4130.0,1,1,24.0,0,1,1,10.0
0,293.0,2,52016.0,25.0,2,3,79.0,10971.0,5,0,24.0,1,2,1,18.0
0,188.0,2,48058.0,18.0,1,3,100.0,6276.0,3,0,17.0,0,2,0,10.0
0,392.0,2,28076.0,28.0,2,7,74.0,13302.0,3,1,19.0,0,2,1,32.0
0,271.0,2,32589.0,1.0,3,7,85.0,4126.0,1,1,21.0,0,1,0,22.0
0,203.0,2,7216.0,10.0,3,11,111.0,5810.0,1,1,17.0,0,4,0,7.0
1,204.0,2,4767.0,17.0,4,3,63.0,2451.0,2,1,16.0,0,4,0,16.0
0,196.0,2,23938.0,1.0,1,7,42.0,3951.0,0,0,21.0,0,4,0,11.0
0,317.0,2,40194.0,10.0,3,12,42.0,16572.0,2,0,18.0,0,3,1,26.0
0,392.0,2,9063.0,1.0,4,10,60.0,3005.0,9,0,21.0,0,3,0,15.0
0,278.0,2,51208.0,11.0,3,7,109.0,3689.0,5,0,22.0,0,1,0,9.0
0,264.0,2,7039.0,18.0,2,3,69.0,9422.0,2,0,17.0,0,3,0,18.0
0,189.0,2,33263.0,1.0,3,2,93.0,3286.0,5,0,18.0,0,2,1,14.0
0,196.0,2,22864.0,1.0,3,10,105.0,3629.0,1,0,17.0,0,4,0,13.0
0,271.0,2,11658.0,17.0,3,10,62.0,8037.0,2,0,21.0,0,1,0,15.0
1,369.0,2,51669.0,28.0,2,3,110.0,4325.0,5,0,42.0,1,1,0,26.0
1,271.0,2,11841.0,14.0,1,10,95.0,7596.0,1,1,17.0,0,1,0,11.0
0,406.0,2,34030.0,1.0,3,7,61.0,16572.0,6,0,42.0,0,4,0,33.0
0,436.0,2,36967.0,1.0,3,7,83.0,16572.0,5,1,25.0,1,3,1,33.0
0,414.0,2,39810.0,1.0,4,7,88.0,14792.0,3,0,23.0,0,4,1,33.0
0,271.0,2,41128.0,1.0,4,11,107.0,9334.0,3,1,24.0,0,4,0,19.0
1,233.0,2,23383.0,1.0,4,3,60.0,1399.0,2,0,15.0,0,2,0,6.0
0,226.0,2,29967.0,1.0,4,11,78.0,4838.0,7,0,24.0,0,2,1,13.0
0,233.0,2,6402.0,1.0,5,3,108.0,16477.0,5,0,21.0,0,3,0,14.0
0,257.0,2,19649.0,1.0,4,10,97.0,3042.0,7,0,17.0,0,3,1,14.0
1,234.0,2,7113.0,1.0,3,3,48.0,1315.0,2,0,24.0,0,3,0,4.0
0,203.0,2,48242.0,11.0,1,3,100.0,2142.0,1,0,23.0,0,2,0,12.0
0,271.0,2,6054.0,1.0,4,3,50.0,5864.0,3,0,20.0,0,3,0,14.0
0,272.0,2,11564.0,16.0,4,11,113.0,5703.0,6,0,19.0,0,1,1,13.0
0,354.0,2,16318.0,1.0,3,2,87.0,3471.0,9,0,19.0,0,3,1,23.0
1,189.0,2,13445.0,1.0,2,3,80.0,4456.0,4,0,23.0,0,1,0,14.0
0,279.0,2,49500.0,1.0,2,2,92.0,3557.0,2,0,17.0,0,1,0,8.0
0,421.0,2,43970.0,4.0,2,3,98.0,2115.0,2,0,29.0,1,4,1,9.0
0,354.0,2,12601.0,1.0,4,7,90.0,16572.0,5,0,25.0,0,2,1,33.0
0,182.0,2,51710.0,1.0,1,7,48.0,4204.0,2,1,17.0,0,3,1,8.0
0,241.0,2,21071.0,1.0,5,11,110.0,9253.0,4,0,15.0,0,3,1,13.0
0,256.0,2,14068.0,1.0,3,3,100.0,3349.0,5,0,29.0,0,1,1,15.0
0,309.0,2,28076.0,1.0,5,7,105.0,2182.0,3,1,23.0,0,1,0,9.0
0,301.0,2,23246.0,1.0,4,10,92.0,4021.0,3,0,17.0,0,3,1,18.0
0,234.0,2,11440.0,1.0,2,3,39.0,10841.0,1,0,30.0,0,1,1,21.0
1,346.0,2,13229.0,1.0,3,11,62.0,10143.0,6,0,15.0,0,1,1,33.0
1,294.0,2,20765.0,1.0,3,3,61.0,3701.0,4,1,42.0,1,2,0,14.0
1,233.0,2,50611.0,1.0,5,3,112.0,7503.0,2,0,22.0,0,1,0,16.0
0,339.0,2,36360.0,20.0,3,7,104.0,10891.0,3,1,21.0,0,2,1,28.0
0,234.0,2,48965.0,1.0,2,7,102.0,2149.0,9,0,21.0,0,4,0,12.0
1,234.0,2,18336.0,1.0,3,3,100.0,3780.0,7,1,23.0,0,3,1,15.0
0,271.0,2,50722.0,29.0,3,2,69.0,9433.0,5,1,21.0,0,4,1,16.0
0,362.0,2,42771.0,1.0,3,11,103.0,5529.0,5,0,16.0,0,1,1,17.0
1,256.0,2,38777.0,1.0,4,2,63.0,2785.0,1,0,20.0,0,4,0,8.0
0,302.0,2,7669.0,1.0,1,7,60.0,13816.0,4,0,18.0,0,3,1,22.0
0,211.0,2,30351.0,1.0,3,7,92.0,8509.0,2,0,30.0,0,4,0,13.0
0,331.0,2,34385.0,1.0,3,3,103.0,3211.0,5,0,22.0,0,4,0,7.0
0,399.0,2,15683.0,1.0,3,7,45.0,16572.0,6,0,21.0,0,2,0,33.0
0,271.0,2,52365.0,1.0,4,2,102.0,6698.0,4,0,22.0,0,2,1,21.0
0,301.0,2,31397.0,1.0,3,7,78.0,2403.0,2,0,19.0,0,3,1,16.0
0,331.0,2,51375.0,20.0,3,3,56.0,3473.0,3,0,23.0,0,3,0,10.0
0,249.0,2,15100.0,1.0,3,7,61.0,4415.0,2,0,18.0,0,1,1,7.0
0,257.0,2,46445.0,1.0,3,10,93.0,4812.0,3,0,30.0,0,4,0,22.0
0,226.0,2,47566.0,16.0,1,3,106.0,5349.0,8,0,24.0,0,3,1,9.0
0,317.0,2,26226.0,1.0,2,7,80.0,3716.0,3,0,24.0,0,3,0,22.0
0,332.0,2,13451.0,1.0,5,11,90.0,4821.0,8,0,18.0,0,3,1,16.0
0,226.0,2,34687.0,1.0,3,2,69.0,1330.0,3,0,25.0,0,2,1,10.0
0,429.0,2,14211.0,1.0,2,3,100.0,4945.0,1,0,42.0,1,1,1,18.0
0,369.0,2,52200.0,1.0,4,3,43.0,10514.0,4,0,25.0,0,2,1,30.0
0,257.0,2,29050.0,15.0,3,7,78.0,16572.0,7,0,21.0,0,4,1,23.0
1,211.0,2,52392.0,1.0,3,2,106.0,2962.0,5,0,26.0,0,4,1,12.0
1,219.0,2,28076.0,13.0,3,2,66.0,5821.0,5,0,15.0,0,1,0,12.0
1,256.0,2,27689.0,24.0,4,7,47.0,4652.0,2,1,26.0,1,3,0,22.0
0,263.0,2,23141.0,1.0,1,3,85.0,2449.0,3,0,22.0,0,1,1,5.0
1,181.0,2,13375.0,1.0,3,7,94.0,3226.0,2,1,17.0,0,3,0,9.0
0,182.0,2,29083.0,13.0,2,3,83.0,2083.0,3,0,19.0,0,3,1,4.0
0,332.0,2,28076.0,1.0,1,7,98.0,10252.0,7,1,26.0,0,2,0,22.0
0,220.0,2,43655.0,19.0,3,3,86.0,8663.0,2,0,25.0,0,3,1,19.0
0,226.0,2,11594.0,1.0,3,3,57.0,2124.0,1,0,42.0,1,1,1,11.0
0,413.0,2,43058.0,1.0,4,3,44.0,4082.0,1,1,28.0,0,2,0,11.0
0,249.0,2,38506.0,1.0,4,7,97.0,3880.0,10,0,21.0,0,4,0,16.0
0,353.0,2,20023.0,14.0,3,7,88.0,4632.0,4,1,23.0,0,3,1,13.0
1,212.0,2,10156.0,1.0,2,7,48.0,2603.0,7,0,19.0,0,3,0,10.0
0,211.0,2,49850.0,1.0,3,3,79.0,1620.0,1,0,24.0,0,4,1,5.0
0,211.0,2,16385.0,1.0,3,3,62.0,4954.0,1,0,18.0,0,4,0,8.0
0,271.0,2,9523.0,1.0,2,7,49.0,4849.0,6,0,42.0,1,1,1,16.0
0,219.0,2,14383.0,1.0,1,3,109.0,3225.0,0,0,19.0,0,3,1,7.0
0,211.0,2,37940.0,29.0,1,3,108.0,6591.0,3,0,23.0,0,2,1,9.0
0,249.0,2,18103.0,1.0,5,3,74.0,6448.0,2,1,23.0,0,1,0,19.0
0,241.0,2,17362.0,10.0,3,7,75.0,11293.0,2,0,42.0,1,2,0,13.0
0,407.0,2,36782.0,11.0,4,7,101.0,16082.0,4,0,30.0,1,1,1,33.0
1,219.0,2,7878.0,1.0,4,2,114.0,2405.0,8,0,23.0,0,3,0,15.0
0,331.0,2,28076.0,28.0,3,3,43.0,16380.0,3,0,16.0,0,3,1,28.0
0,294.0,2,38164.0,1.0,3,3,43.0,8419.0,5,0,30.0,0,4,0,19.0
0,346.0,2,8012.0,1.0,3,3,59.0,16572.0,10,0,17.0,0,4,1,25.0
0,271.0,2,28076.0,16.0,3,3,101.0,8646.0,1,0,30.0,0,4,0,15.0
0,174.0,2,17779.0,20.0,1,3,108.0,2330.0,0,0,20.0,0,2,0,8.0
1,301.0,2,23699.0,1.0,4,3,91.0,2060.0,3,0,18.0,0,2,0,24.0
0,257.0,2,34018.0,1.0,3,2,73.0,7142.0,3,1,18.0,0,4,0,13.0
1,234.0,2,19682.0,1.0,3,3,42.0,4126.0,2,0,17.0,0,1,0,11.0
0,377.0,2,28076.0,22.0,5,7,94.0,14459.0,2,1,18.0,0,4,0,33.0
0,257.0,2,50449.0,1.0,2,2,75.0,2358.0,2,1,42.0,1,2,1,18.0
0,316.0,2,42383.0,1.0,3,7,75.0,4896.0,4,0,22.0,0,2,1,6.0
0,280.0,2,23622.0,13.0,3,7,53.0,4326.0,2,0,21.0,0,1,0,11.0
0,219.0,2,15474.0,1.0,1,10,45.0,9769.0,5,0,21.0,0,3,1,12.0
0,249.0,2,28076.0,25.0,3,3,55.0,4364.0,3,0,23.0,0,4,0,10.0
0,338.0,2,33298.0,28.0,3,2,102.0,2189.0,5,0,42.0,1,4,1,14.0
0,316.0,2,10110.0,1.0,3,3,53.0,10169.0,2,1,24.0,0,3,1,27.0
0,301.0,2,47005.0,1.0,2,7,62.0,5522.0,2,0,17.0,0,4,0,10.0
0,249.0,2,20649.0,4.0,4,3,94.0,5264.0,3,1,22.0,0,2,1,20.0
0,302.0,2,31476.0,1.0,2,7,46.0,16495.0,3,1,26.0,1,4,0,22.0
0,181.0,2,12296.0,21.0,2,2,69.0,2356.0,1,0,20.0,0,2,1,8.0
0,301.0,2,28076.0,1.0,2,3,85.0,4121.0,5,1,29.0,0,3,0,10.0
0,339.0,2,18878.0,1.0,4,2,72.0,7491.0,1,0,19.0,0,1,1,12.0
0,264.0,2,49119.0,28.0,4,3,106.0,2473.0,2,0,42.0,1,1,1,7.0
0,241.0,2,28874.0,1.0,2,3,74.0,5930.0,5,0,16.0,0,1,1,16.0
0,272.0,2,40537.0,1.0,4,3,85.0,2701.0,4,1,42.0,1,4,0,14.0
0,361.0,2,17260.0,16.0,4,3,111.0,6489.0,8,0,24.0,0,3,1,23.0
0,271.0,2,20976.0,1.0,3,3,105.0,2504.0,8,0,27.0,0,1,1,7.0
0,248.0,2,43514.0,1.0,4,3,54.0,6443.0,2,0,17.0,0,4,1,14.0
1,226.0,2,25935.0,1.0,3,3,76.0,9768.0,3,0,15.0,0,4,1,20.0
0,286.0,2,31125.0,10.0,4,12,80.0,6130.0,5,0,21.0,0,3,0,17.0
0,264.0,2,34770.0,1.0,3,7,82.0,2501.0,3,0,42.0,0,2,0,10.0
0,226.0,2,45118.0,29.0,4,2,46.0,9297.0,3,0,22.0,0,2,1,15.0
1,271.0,2,3677.0,1.0,3,3,79.0,2117.0,1,1,23.0,0,4,1,6.0
1,399.0,2,21275.0,1.0,5,2,92.0,10218.0,0,0,22.0,0,2,1,33.0
1,286.0,2,31655.0,1.0,3,7,96.0,4908.0,4,0,16.0,0,1,1,12.0
0,241.0,2,42036.0,1.0,4,2,77.0,4140.0,5,0,20.0,0,2,1,12.0
0,362.0,2,38810.0,15.0,4,10,80.0,2423.0,8,0,22.0,0,4,1,16.0
0,256.0,2,16814.0,1.0,4,7,43.0,3028.0,3,0,24.0,0,3,0,5.0
0,414.0,2,24023.0,26.0,5,11,69.0,16572.0,1,0,25.0,1,3,1,33.0
0,256.0,2,47326.0,1.0,4,3,55.0,5530.0,9,0,23.0,0,2,1,12.0
0,197.0,2,16625.0,1.0,3,3,100.0,2116.0,1,0,42.0,1,1,0,9.0
0,287.0,2,43624.0,14.0,3,3,93.0,9978.0,2,0,18.0,0,4,1,14.0
0,286.0,2,15330.0,16.0,3,3,101.0,4255.0,2,0,15.0,0,2,0,15.0
0,272.0,2,28076.0,1.0,4,3,86.0,6870.0,7,0,22.0,0,1,0,17.0
0,219.0,2,47984.0,1.0,1,7,102.0,4783.0,2,1,26.0,0,4,0,16.0
0,271.0,2,23495.0,10.0,4,7,62.0,6192.0,3,1,26.0,0,3,0,15.0
0,293.0,2,51214.0,1.0,3,7,49.0,8293.0,4,0,18.0,0,1,1,18.0
0,271.0,2,34856.0,1.0,1,3,102.0,8901.0,1,0,29.0,0,4,1,9.0
0,376.0,2,9282.0,1.0,3,11,65.0,16572.0,6,1,22.0,0,3,1,32.0
0,174.0,2,34228.0,10.0,3,2,52.0,2124.0,3,0,23.0,0,4,1,6.0
0,271.0,2,45611.0,1.0,4,3,90.0,5620.0,5,1,18.0,0,4,1,16.0
0,317.0,2,37115.0,1.0,2,10,104.0,16572.0,9,0,27.0,1,4,0,24.0
0,271.0,2,26286.0,28.0,3,3,53.0,3451.0,1,0,21.0,0,4,1,13.0
0,257.0,2,22899.0,10.0,4,2,103.0,5118.0,1,0,19.0,0,2,1,9.0
0,302.0,2,4167.0,14.0,2,3,94.0,4697.0,2,0,27.0,0,3,1,10.0
0,323.0,2,34684.0,27.0,3,2,99.0,4936.0,7,0,19.0,0,3,1,17.0
0,264.0,2,47255.0,1.0,2,3,77.0,2747.0,2,0,27.0,0,4,1,2.0
0,346.0,2,19747.0,1.0,4,3,66.0,16572.0,1,0,26.0,0,2,0,30.0
